onset	duration	Lemmas	Words	RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_DURATION	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
n/a	88	n/a	n/a	S37_4	False	88	.	7	.	.	.	n/a
9535.0	203	n/a	n/a	S37_4	False	203	.	0	t.02.01	4321	13856	9535.0
9760.0	206	how	How	S37_4	False	206	1	225	t.02.01	4321	13856	9535.0
9988.0	193	engineer	engineers	S37_4	False	193	3	453	t.02.01	4321	13856	9535.0
10206.0	241	help	help	S37_4	False	241	4	671	t.02.01	4321	13856	9535.0
10475.0	310	engineer	engineers	S37_4	False	310	3	940	t.02.01	4321	13856	9535.0
10818.0	266	prevent	prevent	S37_4	False	266	5	1283	t.02.01	4321	13856	9535.0
11111.0	266	spill	spills	S37_4	False	266	6	1576	t.02.01	4321	13856	9535.0
11401.0	204	from	from	S37_4	False	204	9	1866	t.02.01	4321	13856	9535.0
11633.0	265	supertanker	supertankers?	S37_4	False	265	10	2098	t.02.01	4321	13856	9535.0
11918.0	222	from	from	S37_4	False	222	9	2383	t.02.01	4321	13856	9535.0
12167.0	300	supertanker	supertankers?	S37_4	False	300	10	2632	t.02.01	4321	13856	9535.0
12863.0	255	supertanker	supertankers?	S37_4	False	255	10	3328	t.02.01	4321	13856	9535.0
13141.0	268	supertanker	supertankers?	S37_4	False	268	10	3606	t.02.01	4321	13856	9535.0
13426.0	287	supertanker	supertankers?	S37_4	False	287	10	3891	t.02.01	4321	13856	9535.0
13750.0	198	n/a	n/a	S37_4	False	198	.	4215	t.02.01	4321	13856	9535.0
n/a	89	n/a	n/a	S37_4	False	89	.	7	.	.	.	n/a
15390.0	246	n/a	n/a	S37_4	False	246	.	0	t.02.02	5337	20727	15390.0
15671.0	200	supertanker	Supertankers	S37_4	False	200	1	281	t.02.02	5337	20727	15390.0
15897.0	368	supertanker	Supertankers	S37_4	False	368	1	507	t.02.02	5337	20727	15390.0
16289.0	285	be	are	S37_4	False	285	2	899	t.02.02	5337	20727	15390.0
16597.0	224	ship	ships	S37_4	False	224	4	1207	t.02.02	5337	20727	15390.0
16843.0	231	that	that	S37_4	False	231	5	1453	t.02.02	5337	20727	15390.0
17098.0	113	huge	huge	S37_4	False	113	3	1708	t.02.02	5337	20727	15390.0
17916.0	169	oil	oil	S37_4	False	169	7	2526	t.02.02	5337	20727	15390.0
18118.0	163	over	over	S37_4	False	163	8	2728	t.02.02	5337	20727	15390.0
18305.0	224	carry	carry	S37_4	False	224	6	2915	t.02.02	5337	20727	15390.0
18561.0	282	the	the	S37_4	False	282	9	3171	t.02.02	5337	20727	15390.0
18865.0	227	over	over	S37_4	False	227	8	3475	t.02.02	5337	20727	15390.0
19109.0	292	n/a	n/a	S37_4	False	292	.	3719	t.02.02	5337	20727	15390.0
19427.0	184	the	the	S37_4	False	184	9	4037	t.02.02	5337	20727	15390.0
19632.0	197	ocean	oceans.	S37_4	False	197	10	4242	t.02.02	5337	20727	15390.0
20190.0	162	ocean	oceans.	S37_4	False	162	10	4800	t.02.02	5337	20727	15390.0
20377.0	265	over	over	S37_4	False	265	8	4987	t.02.02	5337	20727	15390.0
20690.0	133	supertanker	Supertankers	S37_4	False	133	1	5300	t.02.02	5337	20727	15390.0
n/a	246	n/a	n/a	S37_4	False	246	.	7	.	.	.	n/a
22413.0	209	a	A	S37_4	True	209	1	0	t.02.03	4868	27281	22413.0
22647.0	304	supertanker	supertanker	S37_4	True	304	2	234	t.02.03	4868	27281	22413.0
22978.0	374	contain	contain	S37_4	True	374	4	565	t.02.03	4868	27281	22413.0
23375.0	235	about	about	S37_4	True	235	5	962	t.02.03	4868	27281	22413.0
23629.0	242	n/a	n/a	S37_4	True	242	.	1216	t.02.03	4868	27281	22413.0
23894.0	302	half-million	half-million	S37_4	True	302	7	1481	t.02.03	4868	27281	22413.0
24218.0	228	ton	tons	S37_4	True	228	8	1805	t.02.03	4868	27281	22413.0
24473.0	270	half-million	half-million	S37_4	True	270	7	2060	t.02.03	4868	27281	22413.0
24768.0	282	ton	tons	S37_4	True	282	8	2355	t.02.03	4868	27281	22413.0
25480.0	200	oil	oil.	S37_4	True	200	10	3067	t.02.03	4868	27281	22413.0
25697.0	223	of	of	S37_4	True	223	9	3284	t.02.03	4868	27281	22413.0
25947.0	245	half-million	half-million	S37_4	True	245	7	3534	t.02.03	4868	27281	22413.0
26211.0	228	ton	tons	S37_4	True	228	8	3798	t.02.03	4868	27281	22413.0
26457.0	475	oil	oil.	S37_4	True	475	10	4044	t.02.03	4868	27281	22413.0
26939.0	120	oil	oil.	S37_4	True	120	10	4526	t.02.03	4868	27281	22413.0
27084.0	277	ton	tons	S37_4	True	277	8	4671	t.02.03	4868	27281	22413.0
n/a	88	n/a	n/a	S37_4	False	88	.	7	.	.	.	n/a
28818.0	260	a	A	S37_4	False	260	1	0	t.02.04	4879	33697	28818.0
29103.0	388	supertanker	supertanker	S37_4	False	388	2	285	t.02.04	4879	33697	28818.0
29514.0	266	be	is	S37_4	False	266	3	696	t.02.04	4879	33697	28818.0
29801.0	49	size	size	S37_4	False	49	5	983	t.02.04	4879	33697	28818.0
29862.0	154	size	size	S37_4	False	154	5	1044	t.02.04	4879	33697	28818.0
30042.0	204	about	about	S37_4	False	204	7	1224	t.02.04	4879	33697	28818.0
