onset	duration	Lemmas	Words	RECORDING_SESSION_LABEL	CURRENT_FIX_ADJUSTED	CURRENT_FIX_DURATION	CURRENT_FIX_INTEREST_AREA_ID	CURRENT_FIX_START	SentenceID	SentenceRT	TRUEOffset	TRUEOnset
n/a	86	n/a	n/a	S04_1	False	86	.	7	.	.	.	n/a
9522.0	184	n/a	n/a	S04_1	False	184	.	0	t.01.01	3165	12687	9522.0
9743.0	153	could	Could	S04_1	False	153	1	221	t.01.01	3165	12687	9522.0
9932.0	226	human	humans	S04_1	False	226	2	410	t.01.01	3165	12687	9522.0
10193.0	149	live	live	S04_1	False	149	3	671	t.01.01	3165	12687	9522.0
10377.0	143	Mars	Mars	S04_1	False	143	5	855	t.01.01	3165	12687	9522.0
10555.0	174	day	day?	S04_1	False	174	7	1033	t.01.01	3165	12687	9522.0
10793.0	172	could	Could	S04_1	False	172	1	1271	t.01.01	3165	12687	9522.0
11146.0	303	could	Could	S04_1	False	303	1	1624	t.01.01	3165	12687	9522.0
11489.0	127	live	live	S04_1	False	127	3	1967	t.01.01	3165	12687	9522.0
11656.0	527	some	some	S04_1	False	527	6	2134	t.01.01	3165	12687	9522.0
12217.0	182	day	day?	S04_1	False	182	7	2695	t.01.01	3165	12687	9522.0
12465.0	314	could	Could	S04_1	False	314	1	2943	t.01.01	3165	12687	9522.0
n/a	28	n/a	n/a	S04_1	False	28	.	65	.	.	.	n/a
14225.0	260	n/a	n/a	S04_1	False	260	.	0	t.01.02	2237	16462	14225.0
14534.0	340	ask	ask	S04_1	False	340	2	309	t.01.02	2237	16462	14225.0
14913.0	136	question	question	S04_1	False	136	4	688	t.01.02	2237	16462	14225.0
15090.0	266	because	because	S04_1	False	266	5	865	t.01.02	2237	16462	14225.0
15395.0	245	and	and	S04_1	False	245	7	1170	t.01.02	2237	16462	14225.0
15677.0	337	be	are	S04_1	False	337	9	1452	t.01.02	2237	16462	14225.0
16192.0	362	scientist	Scientists	S04_1	False	362	1	1967	t.01.02	2237	16462	14225.0
n/a	89	n/a	n/a	S04_1	False	89	.	7	.	.	.	n/a
17995.0	230	n/a	n/a	S04_1	False	230	.	0	t.01.03	2693	20688	17995.0
18266.0	323	earth	Earth	S04_1	False	323	3	271	t.01.03	2693	20688	17995.0
18629.0	438	Mars	Mars	S04_1	False	438	5	634	t.01.03	2693	20688	17995.0
19094.0	217	earth	Earth	S04_1	False	217	3	1099	t.01.03	2693	20688	17995.0
19356.0	245	day	day	S04_1	False	245	6	1361	t.01.03	2693	20688	17995.0
19636.0	115	be	is	S04_1	False	115	7	1641	t.01.03	2693	20688	17995.0
19786.0	238	about	about	S04_1	False	238	8	1791	t.01.03	2693	20688	17995.0
20214.0	474	long	long.	S04_1	False	474	11	2219	t.01.03	2693	20688	17995.0
n/a	89	n/a	n/a	S04_1	False	89	.	7	.	.	.	n/a
22232.0	187	n/a	n/a	S04_1	False	187	.	0	t.01.04	3118	25350	22232.0
22458.0	291	also	Also,	S04_1	False	291	1	226	t.01.04	3118	25350	22232.0
22787.0	58	planet	planets	S04_1	False	58	3	555	t.01.04	3118	25350	22232.0
22886.0	164	near	near	S04_1	False	164	5	654	t.01.04	3118	25350	22232.0
23068.0	108	near	near	S04_1	False	108	5	836	t.01.04	3118	25350	22232.0
23216.0	137	sun	Sun	S04_1	False	137	7	984	t.01.04	3118	25350	22232.0
23389.0	148	our	our	S04_1	False	148	9	1157	t.01.04	3118	25350	22232.0
23560.0	227	in	in	S04_1	False	227	8	1328	t.01.04	3118	25350	22232.0
23832.0	253	be	are	S04_1	False	253	4	1600	t.01.04	3118	25350	22232.0
24118.0	201	near	near	S04_1	False	201	5	1886	t.01.04	3118	25350	22232.0
24371.0	122	solar	solar	S04_1	False	122	10	2139	t.01.04	3118	25350	22232.0
24525.0	291	n/a	n/a	S04_1	False	291	.	2293	t.01.04	3118	25350	22232.0
24885.0	175	also	Also,	S04_1	False	175	1	2653	t.01.04	3118	25350	22232.0
25229.0	204	n/a	n/a	S04_1	False	204	.	2997	t.01.04	3118	25350	22232.0
n/a	86	n/a	n/a	S04_1	False	86	.	7	.	.	.	n/a
26886.0	196	n/a	n/a	S04_1	False	196	.	0	t.01.05	2728	29614	26886.0
